"","x","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"12934",12934,36,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"34572",34572,28,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"7098",7098,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"31906",31906,29,"Private","Bachelors",13,"Divorced","Other","Female",40,"<=50K"
"6057",6057,21,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"40041",40041,39,"?","10th",6,"Widowed","White","Female",15,"<=50K"
"40534",40534,26,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",78,"<=50K"
"9757",9757,62,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"20653",20653,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"48842",48842,52,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"425",425,26,"Private","Assoc-voc",11,"Separated","Black","Female",40,"<=50K"
"11312",11312,19,"Private","11th",7,"Never-married","White","Male",25,"<=50K"
"33985",33985,23,"Private","Bachelors",13,"Never-married","White","Male",15,"<=50K"
"7363",7363,47,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",55,">50K"
"29598",29598,37,"Private","Assoc-acdm",12,"Divorced","White","Male",25,"<=50K"
"46653",46653,23,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"26850",26850,39,"Local-gov","Masters",14,"Divorced","White","Female",40,"<=50K"
"31175",31175,47,"Private","5th-6th",3,"Married-civ-spouse","Black","Male",40,"<=50K"
"44888",44888,39,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"14495",14495,24,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"17548",17548,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"31507",31507,65,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",44,">50K"
"35767",35767,46,"Federal-gov","Masters",14,"Never-married","White","Female",40,"<=50K"
"18224",18224,24,"Local-gov","HS-grad",9,"Divorced","Black","Female",40,"<=50K"
"6449",6449,43,"Private","HS-grad",9,"Married-spouse-absent","White","Female",40,"<=50K"
"35246",35246,19,"?","Some-college",10,"Never-married","White","Male",40,"<=50K"
"37053",37053,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"4822",4822,55,"?","HS-grad",9,"Widowed","White","Female",35,"<=50K"
"31103",31103,55,"Private","Masters",14,"Divorced","White","Female",40,">50K"
"37057",37057,62,"?","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",24,"<=50K"
"23143",23143,48,"Local-gov","Assoc-acdm",12,"Separated","Black","Female",40,"<=50K"
"26984",26984,22,"Private","Assoc-acdm",12,"Never-married","White","Male",55,"<=50K"
"31220",31220,53,"State-gov","Doctorate",16,"Married-civ-spouse","White","Male",50,">50K"
"35721",35721,22,"Private","Assoc-acdm",12,"Never-married","White","Male",60,"<=50K"
"16467",16467,34,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"17074",17074,18,"?","Some-college",10,"Never-married","White","Male",33,"<=50K"
"48804",48804,58,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"44744",44744,29,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,"<=50K"
"20546",20546,49,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"10950",10950,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"25862",25862,35,"Federal-gov","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",28,"<=50K"
"8090",8090,50,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",56,">50K"
"30001",30001,24,"Local-gov","Some-college",10,"Never-married","White","Female",40,"<=50K"
"43753",43753,54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"32229",32229,29,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"9993",9993,44,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"33176",33176,50,"Self-emp-not-inc","Bachelors",13,"Divorced","White","Male",50,"<=50K"
"8545",8545,33,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"6917",6917,45,"Private","Some-college",10,"Married-civ-spouse","White","Male",37,">50K"
"30032",30032,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"4676",4676,74,"Private","HS-grad",9,"Widowed","White","Male",35,">50K"
"22942",22942,43,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"33802",33802,31,"Self-emp-not-inc","Doctorate",16,"Never-married","White","Female",48,"<=50K"
"1478",1478,42,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"15659",15659,50,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"41338",41338,18,"?","HS-grad",9,"Never-married","White","Female",60,"<=50K"
"41144",41144,42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"38613",38613,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"7871",7871,49,"Private","HS-grad",9,"Married-spouse-absent","Black","Male",40,"<=50K"
"11424",11424,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"41815",41815,33,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"45187",45187,32,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"3685",3685,18,"Private","HS-grad",9,"Never-married","White","Male",20,"<=50K"
"41772",41772,20,"Private","HS-grad",9,"Never-married","White","Female",23,"<=50K"
"35952",35952,53,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"12094",12094,27,"Local-gov","Assoc-voc",11,"Never-married","White","Female",72,">50K"
"4599",4599,30,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"21103",21103,47,"Private","Bachelors",13,"Divorced","White","Female",50,"<=50K"
"26250",26250,25,"Private","11th",7,"Never-married","White","Male",40,"<=50K"
"45902",45902,37,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"29333",29333,24,"Private","HS-grad",9,"Never-married","Black","Male",25,"<=50K"
"40428",40428,52,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"21270",21270,43,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"42522",42522,46,"Private","7th-8th",4,"Married-spouse-absent","White","Male",45,"<=50K"
"40393",40393,22,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"11566",11566,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12824",12824,44,"Private","Masters",14,"Divorced","White","Male",40,"<=50K"
"42872",42872,17,"Private","11th",7,"Never-married","White","Female",12,"<=50K"
"8481",8481,21,"Private","HS-grad",9,"Married-civ-spouse","White","Female",43,">50K"
"40505",40505,44,"Local-gov","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"15524",15524,39,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,"<=50K"
"34883",34883,24,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"42229",42229,42,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"6507",6507,35,"Self-emp-not-inc","10th",6,"Married-civ-spouse","White","Female",2,"<=50K"
"36710",36710,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"31198",31198,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"47379",47379,56,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"6551",6551,44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"40280",40280,55,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"12533",12533,56,"Private","Some-college",10,"Married-civ-spouse","White","Female",50,"<=50K"
"28371",28371,39,"State-gov","Some-college",10,"Divorced","White","Female",35,"<=50K"
"35457",35457,35,"Self-emp-not-inc","Assoc-voc",11,"Never-married","White","Male",60,"<=50K"
"46678",46678,28,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"24960",24960,32,"Private","HS-grad",9,"Never-married","Black","Female",20,"<=50K"
"41429",41429,43,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"17779",17779,35,"Private","Bachelors",13,"Divorced","White","Female",65,"<=50K"
"27521",27521,35,"Self-emp-not-inc","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"34413",34413,46,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"30751",30751,45,"Local-gov","Masters",14,"Divorced","White","Female",55,"<=50K"
"37714",37714,39,"Federal-gov","HS-grad",9,"Never-married","White","Female",45,"<=50K"
"48299",48299,50,"Private","Masters",14,"Divorced","White","Female",35,"<=50K"
"28447",28447,39,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",12,">50K"
"30186",30186,50,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",35,"<=50K"
"1639",1639,27,"Private","9th",5,"Separated","White","Male",40,"<=50K"
"24713",24713,82,"Private","7th-8th",4,"Married-civ-spouse","White","Male",2,"<=50K"
"40038",40038,34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"38536",38536,59,"?","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"36957",36957,35,"Self-emp-not-inc","HS-grad",9,"Married-spouse-absent","White","Male",60,"<=50K"
"33229",33229,34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"46975",46975,70,"?","HS-grad",9,"Married-civ-spouse","White","Male",28,"<=50K"
"29579",29579,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"18707",18707,34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",44,">50K"
"32204",32204,23,"Private","12th",8,"Married-civ-spouse","White","Male",40,"<=50K"
"47559",47559,39,"Private","HS-grad",9,"Never-married","White","Male",50,">50K"
"38898",38898,23,"State-gov","Some-college",10,"Never-married","White","Male",10,"<=50K"
"19808",19808,29,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"3542",3542,44,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"8924",8924,40,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"27060",27060,24,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"7113",7113,34,"Private","HS-grad",9,"Separated","White","Female",20,"<=50K"
"38050",38050,52,"Federal-gov","Masters",14,"Never-married","White","Female",40,">50K"
"1024",1024,29,"Federal-gov","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"42535",42535,39,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",45,">50K"
"22069",22069,52,"State-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"855",855,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"6903",6903,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"16620",16620,19,"Private","HS-grad",9,"Never-married","Black","Male",30,"<=50K"
"37068",37068,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"45741",45741,29,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"47877",47877,27,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"42977",42977,34,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"18132",18132,21,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"2291",2291,85,"Self-emp-inc","Bachelors",13,"Widowed","White","Male",40,">50K"
"9911",9911,34,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"25852",25852,22,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"21935",21935,50,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"5480",5480,31,"Local-gov","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Female",40,">50K"
"11866",11866,34,"Private","11th",7,"Married-civ-spouse","White","Female",23,"<=50K"
"13362",13362,45,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",48,"<=50K"
"27747",27747,49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"32994",32994,60,"Private","Some-college",10,"Widowed","White","Female",15,"<=50K"
"43005",43005,41,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"13998",13998,34,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"28824",28824,39,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"19814",19814,34,"Private","10th",6,"Never-married","White","Male",44,"<=50K"
"7552",7552,52,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,">50K"
"10672",10672,32,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"1237",1237,37,"Private","Bachelors",13,"Never-married","Amer-Indian-Eskimo","Male",40,">50K"
"21283",21283,55,"Private","Bachelors",13,"Never-married","White","Female",38,"<=50K"
"28460",28460,22,"Private","10th",6,"Never-married","White","Male",30,"<=50K"
"31998",31998,46,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"7431",7431,46,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Black","Male",60,">50K"
"2908",2908,44,"Private","Assoc-acdm",12,"Divorced","White","Male",60,">50K"
"13615",13615,42,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"43633",43633,46,"Private","Assoc-voc",11,"Divorced","Black","Female",40,"<=50K"
"18020",18020,45,"Private","Bachelors",13,"Divorced","White","Male",45,">50K"
"19559",19559,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"39820",39820,50,"?","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"15913",15913,68,"?","Some-college",10,"Married-civ-spouse","White","Male",10,">50K"
"43509",43509,50,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"16973",16973,24,"Private","Some-college",10,"Never-married","Black","Female",45,"<=50K"
"48506",48506,40,"Private","Preschool",1,"Never-married","White","Female",20,"<=50K"
"44751",44751,54,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"16712",16712,80,"?","HS-grad",9,"Widowed","White","Male",24,"<=50K"
"32055",32055,63,"?","HS-grad",9,"Widowed","White","Female",4,"<=50K"
"24847",24847,19,"?","Some-college",10,"Never-married","White","Female",10,"<=50K"
"11112",11112,33,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"5320",5320,27,"Self-emp-inc","12th",8,"Married-civ-spouse","White","Male",40,">50K"
"28002",28002,73,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"27146",27146,57,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"47392",47392,40,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,">50K"
"39163",39163,32,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"35717",35717,49,"Private","10th",6,"Divorced","Black","Male",40,"<=50K"
"13566",13566,39,"Self-emp-not-inc","HS-grad",9,"Never-married","Black","Male",50,"<=50K"
"4021",4021,39,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"37827",37827,17,"?","12th",8,"Never-married","Other","Female",40,"<=50K"
"19720",19720,53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"28925",28925,45,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"6762",6762,41,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"23363",23363,46,"Private","10th",6,"Never-married","White","Female",25,"<=50K"
"2394",2394,57,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
"35301",35301,28,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"4242",4242,37,"?","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"35880",35880,54,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"3609",3609,57,"Private","Some-college",10,"Married-civ-spouse","White","Female",8,">50K"
"48053",48053,26,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"22632",22632,37,"Private","Some-college",10,"Divorced","White","Female",45,"<=50K"
"42300",42300,23,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Female",23,"<=50K"
"10790",10790,30,"Private","HS-grad",9,"Divorced","White","Female",38,"<=50K"
"36429",36429,45,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"7520",7520,45,"Local-gov","Masters",14,"Never-married","White","Female",45,"<=50K"
"31267",31267,50,"Local-gov","Masters",14,"Divorced","White","Female",45,"<=50K"
"8339",8339,45,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"24061",24061,17,"Private","11th",7,"Never-married","White","Female",15,"<=50K"
"30158",30158,31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"24148",24148,33,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"8030",8030,47,"Private","Bachelors",13,"Married-civ-spouse","White","Female",45,"<=50K"
"48057",48057,61,"?","Doctorate",16,"Married-civ-spouse","White","Male",25,">50K"
"48835",48835,32,"Private","Masters",14,"Never-married","Asian-Pac-Islander","Male",11,"<=50K"
"9901",9901,41,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"33100",33100,55,"State-gov","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"27242",27242,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
